Var1	Var2	cor	cors
Lichenized	Epiphyte	0.8655393204150673	0.8655393204150673
Plant Pathogen	Epiphyte	0.812949409345551	0.812949409345551
Plant Pathogen-Undefined Saprotroph	Epiphyte	0.74141678632525565	0.74141678632525565
Plant Pathogen-Wood Saprotroph	Epiphyte	0.7922696794889086	0.7922696794889086
Undefined Saprotroph	Epiphyte	0.7830039704593644	0.7830039704593644
Wood Saprotroph	Epiphyte	0.7509023716107154	0.7509023716107154
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Fungal Parasite	0.6366492909065271	0.6366492909065271
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Fungal Parasite	-0.6518940715948324	0.6518940715948324
Animal Pathogen-Undefined Saprotroph	Fungal Parasite	0.6029546048576295	0.6029546048576295
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Fungal Parasite	0.6002357241548566	0.6002357241548566
Lichenized	Fungal Parasite	0.6074492163101849	0.6074492163101849
Plant Pathogen	Fungal Parasite	0.6066560052684714	0.6066560052684714
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6771307705001431	0.6771307705001431
Animal Pathogen	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6373127779593122	0.6373127779593122
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	-0.6850194911014982	0.6850194911014982
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.7087513120269109	0.7087513120269109
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6907832030578237	0.6907832030578237
Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6379429452823994	0.6379429452823994
Animal Pathogen-Soil Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.7246697304759582	0.7246697304759582
Animal Pathogen-Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6313938860051688	0.6313938860051688
Dung Saprotroph-Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.7787539231255185	0.7787539231255185
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.7113432827671414	0.7113432827671414
Dung Saprotroph-Wood Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.7974479622219266	0.7974479622219266
Fungal Parasite	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6002357241548566	0.6002357241548566
Lichenized	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6394940100024081	0.6394940100024081
Plant Pathogen	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.7817573177407465	0.7817573177407465
Plant Pathogen-Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.8165234948415805	0.8165234948415805
Undefined Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	0.6259243921207035	0.6259243921207035
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Lichenized	0.9002605451367452	0.9002605451367452
Animal Pathogen	Lichenized	0.8866808061092455	0.8866808061092455
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Lichenized	-0.8523123585603577	0.8523123585603577
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Lichenized	0.8500056976558678	0.8500056976558678
Animal Pathogen-Soil Saprotroph	Lichenized	0.6488749467428095	0.6488749467428095
Dung Saprotroph-Nematophagous	Lichenized	0.6575078816593395	0.6575078816593395
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Lichenized	0.7420154000180135	0.7420154000180135
Dung Saprotroph-Undefined Saprotroph	Lichenized	0.6558438209564623	0.6558438209564623
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Lichenized	0.757958468505841	0.757958468505841
Dung Saprotroph-Wood Saprotroph	Lichenized	0.7706450881592924	0.7706450881592924
Endophyte-Plant Pathogen	Lichenized	0.8358480857890493	0.8358480857890493
Epiphyte	Lichenized	0.8655393204150673	0.8655393204150673
Fungal Parasite	Lichenized	0.6074492163101849	0.6074492163101849
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Lichenized	0.6394940100024081	0.6394940100024081
Plant Pathogen	Lichenized	0.9034705507987248	0.9034705507987248
Plant Pathogen-Undefined Saprotroph	Lichenized	0.7866997847729699	0.7866997847729699
Plant Pathogen-Wood Saprotroph	Lichenized	0.6991034550309787	0.6991034550309787
Undefined Saprotroph	Lichenized	0.8268767799737344	0.8268767799737344
Wood Saprotroph	Lichenized	0.7534003782526439	0.7534003782526439
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Plant Pathogen	0.8426034722366921	0.8426034722366921
Animal Pathogen	Plant Pathogen	0.9002968547846067	0.9002968547846067
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Plant Pathogen	-0.8861412834878001	0.8861412834878001
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Plant Pathogen	0.8220420334545534	0.8220420334545534
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Plant Pathogen	0.7374649853167355	0.7374649853167355
Animal Pathogen-Soil Saprotroph	Plant Pathogen	0.7679703761113043	0.7679703761113043
Animal Pathogen-Undefined Saprotroph	Plant Pathogen	0.6207939030789427	0.6207939030789427
Dung Saprotroph-Nematophagous	Plant Pathogen	0.6663948637422704	0.6663948637422704
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Plant Pathogen	0.7806743263796991	0.7806743263796991
Dung Saprotroph-Undefined Saprotroph	Plant Pathogen	0.729005933091112	0.729005933091112
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Plant Pathogen	0.8292715653894994	0.8292715653894994
Dung Saprotroph-Wood Saprotroph	Plant Pathogen	0.8283008689319366	0.8283008689319366
Ectomycorrhizal	Plant Pathogen	0.6113327583963456	0.6113327583963456
Endophyte-Plant Pathogen	Plant Pathogen	0.7680386984784878	0.7680386984784878
Epiphyte	Plant Pathogen	0.812949409345551	0.812949409345551
Fungal Parasite	Plant Pathogen	0.6066560052684714	0.6066560052684714
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Plant Pathogen	0.7817573177407465	0.7817573177407465
Lichenized	Plant Pathogen	0.9034705507987248	0.9034705507987248
Plant Pathogen-Undefined Saprotroph	Plant Pathogen	0.8844930630582798	0.8844930630582798
Plant Pathogen-Wood Saprotroph	Plant Pathogen	0.7445737139532631	0.7445737139532631
Undefined Saprotroph	Plant Pathogen	0.8719047948747038	0.8719047948747038
Wood Saprotroph	Plant Pathogen	0.7761766481980007	0.7761766481980007
Dung Saprotroph-Nematophagous	Plant Pathogen-Undefined Parasite-Undefined Saprotroph	0.6569328832230872	0.6569328832230872
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Plant Pathogen-Undefined Saprotroph	0.8076549945880982	0.8076549945880982
Animal Pathogen	Plant Pathogen-Undefined Saprotroph	0.7905921182857979	0.7905921182857979
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Plant Pathogen-Undefined Saprotroph	-0.8367807176672665	0.8367807176672665
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Plant Pathogen-Undefined Saprotroph	0.7001357701341001	0.7001357701341001
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Plant Pathogen-Undefined Saprotroph	0.6919604207813128	0.6919604207813128
Animal Pathogen-Soil Saprotroph	Plant Pathogen-Undefined Saprotroph	0.678801930282131	0.678801930282131
Dung Saprotroph-Nematophagous	Plant Pathogen-Undefined Saprotroph	0.6139018477784978	0.6139018477784978
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Plant Pathogen-Undefined Saprotroph	0.6149198350852775	0.6149198350852775
Dung Saprotroph-Undefined Saprotroph	Plant Pathogen-Undefined Saprotroph	0.733001690057681	0.733001690057681
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Plant Pathogen-Undefined Saprotroph	0.7919183676686401	0.7919183676686401
Dung Saprotroph-Wood Saprotroph	Plant Pathogen-Undefined Saprotroph	0.7990539797480823	0.7990539797480823
Endophyte-Plant Pathogen	Plant Pathogen-Undefined Saprotroph	0.6978721786384017	0.6978721786384017
Epiphyte	Plant Pathogen-Undefined Saprotroph	0.74141678632525565	0.74141678632525565
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Plant Pathogen-Undefined Saprotroph	0.8165234948415805	0.8165234948415805
Lichenized	Plant Pathogen-Undefined Saprotroph	0.7866997847729699	0.7866997847729699
Plant Pathogen	Plant Pathogen-Undefined Saprotroph	0.8844930630582798	0.8844930630582798
Undefined Saprotroph	Plant Pathogen-Undefined Saprotroph	0.7339655650100113	0.7339655650100113
Animal Pathogen	Plant Pathogen-Wood Saprotroph	0.7965618048902728	0.7965618048902728
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Plant Pathogen-Wood Saprotroph	-0.679157812493639	0.679157812493639
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Plant Pathogen-Wood Saprotroph	0.6162064980639341	0.6162064980639341
Animal Pathogen-Soil Saprotroph	Plant Pathogen-Wood Saprotroph	0.6442190252557992	0.6442190252557992
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Plant Pathogen-Wood Saprotroph	0.7481531933300185	0.7481531933300185
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Plant Pathogen-Wood Saprotroph	0.6915983509146824	0.6915983509146824
Ectomycorrhizal	Plant Pathogen-Wood Saprotroph	0.6585970007313714	0.6585970007313714
Endophyte	Plant Pathogen-Wood Saprotroph	0.6131585847768254	0.6131585847768254
Epiphyte	Plant Pathogen-Wood Saprotroph	0.7922696794889086	0.7922696794889086
Lichenized	Plant Pathogen-Wood Saprotroph	0.6991034550309787	0.6991034550309787
Plant Pathogen	Plant Pathogen-Wood Saprotroph	0.7445737139532631	0.7445737139532631
Undefined Saprotroph	Plant Pathogen-Wood Saprotroph	0.8415433624050751	0.8415433624050751
Wood Saprotroph	Plant Pathogen-Wood Saprotroph	0.9002844208373137	0.9002844208373137
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Undefined Saprotroph	0.6915124708995677	0.6915124708995677
Animal Pathogen	Undefined Saprotroph	0.9175685118891072	0.9175685118891072
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Undefined Saprotroph	-0.805231555833012	0.805231555833012
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Undefined Saprotroph	0.7116119490547071	0.7116119490547071
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Undefined Saprotroph	0.6616996016013652	0.6616996016013652
Animal Pathogen-Soil Saprotroph	Undefined Saprotroph	0.7520293067052933	0.7520293067052933
Animal Pathogen-Undefined Saprotroph	Undefined Saprotroph	0.6221936455826014	0.6221936455826014
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Undefined Saprotroph	0.88381351915311	0.88381351915311
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Undefined Saprotroph	0.7945517581381136	0.7945517581381136
Dung Saprotroph-Wood Saprotroph	Undefined Saprotroph	0.6617195934122626	0.6617195934122626
Ectomycorrhizal	Undefined Saprotroph	0.81730928936803	0.81730928936803
Endophyte	Undefined Saprotroph	0.6820064463255362	0.6820064463255362
Endophyte-Plant Pathogen	Undefined Saprotroph	0.6856987468427617	0.6856987468427617
Epiphyte	Undefined Saprotroph	0.7830039704593644	0.7830039704593644
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Undefined Saprotroph	0.6259243921207035	0.6259243921207035
Lichenized	Undefined Saprotroph	0.8268767799737344	0.8268767799737344
Plant Pathogen	Undefined Saprotroph	0.8719047948747038	0.8719047948747038
Plant Pathogen-Undefined Saprotroph	Undefined Saprotroph	0.7339655650100113	0.7339655650100113
Plant Pathogen-Wood Saprotroph	Undefined Saprotroph	0.8415433624050751	0.8415433624050751
Wood Saprotroph	Undefined Saprotroph	0.9232436015356319	0.9232436015356319
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Wood Saprotroph	0.6136498897608513	0.6136498897608513
Animal Pathogen	Wood Saprotroph	0.8398640711832034	0.8398640711832034
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Wood Saprotroph	-0.6988404304404747	0.6988404304404747
Animal Pathogen-Soil Saprotroph	Wood Saprotroph	0.6596875807636742	0.6596875807636742
Animal Pathogen-Undefined Saprotroph	Wood Saprotroph	0.6077417945311171	0.6077417945311171
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Wood Saprotroph	0.8135814375932948	0.8135814375932948
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Wood Saprotroph	0.6700730820556084	0.6700730820556084
Ectomycorrhizal	Wood Saprotroph	0.7329069104347469	0.7329069104347469
Endophyte	Wood Saprotroph	0.6104961514857954	0.6104961514857954
Endophyte-Plant Pathogen	Wood Saprotroph	0.6047775106986836	0.6047775106986836
Epiphyte	Wood Saprotroph	0.7509023716107154	0.7509023716107154
Lichenized	Wood Saprotroph	0.7534003782526439	0.7534003782526439
Plant Pathogen	Wood Saprotroph	0.7761766481980007	0.7761766481980007
Plant Pathogen-Wood Saprotroph	Wood Saprotroph	0.9002844208373137	0.9002844208373137
Undefined Saprotroph	Wood Saprotroph	0.9232436015356319	0.9232436015356319
