Var1	Var2	cor	cors
Dung Saprotroph-Undefined Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.6759120801695905	0.6759120801695905
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.7450669331405774	0.7450669331405774
Dung Saprotroph-Wood Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.7389749306741538	0.7389749306741538
Endophyte-Plant Pathogen	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.8199454947646128	0.8199454947646128
Epiphyte	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.7279425376509661	0.7279425376509661
Fungal Parasite	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.6518940715948324	0.6518940715948324
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.6850194911014982	0.6850194911014982
Lichenized	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.8523123585603577	0.8523123585603577
Plant Pathogen	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.8861412834878001	0.8861412834878001
Plant Pathogen-Undefined Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.8367807176672665	0.8367807176672665
Plant Pathogen-Wood Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.679157812493639	0.679157812493639
Undefined Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.805231555833012	0.805231555833012
Wood Saprotroph	Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	-0.6988404304404747	0.6988404304404747
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7528891391389126	0.7528891391389126
Animal Pathogen	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7587236992417519	0.7587236992417519
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	-0.6929283538301383	0.6929283538301383
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.6002621425302046	0.6002621425302046
Animal Pathogen-Soil Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.6433648957656005	0.6433648957656005
Dung Saprotroph-Nematophagous	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.689006145421465	0.689006145421465
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.6129659741065681	0.6129659741065681
Dung Saprotroph-Undefined Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.6747015007725431	0.6747015007725431
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.751005791079717	0.751005791079717
Dung Saprotroph-Wood Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7544521478756369	0.7544521478756369
Endophyte-Plant Pathogen	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7396675174311461	0.7396675174311461
Epiphyte	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7567695979929252	0.7567695979929252
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7087513120269109	0.7087513120269109
Lichenized	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.8500056976558678	0.8500056976558678
Plant Pathogen	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.8220420334545534	0.8220420334545534
Plant Pathogen-Undefined Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7001357701341001	0.7001357701341001
Plant Pathogen-Wood Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.6162064980639341	0.6162064980639341
Undefined Saprotroph	Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	0.7116119490547071	0.7116119490547071
Animal Pathogen	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.6304753577473783	0.6304753577473783
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	-0.6323289103930462	0.6323289103930462
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.6002621425302046	0.6002621425302046
Animal Pathogen-Soil Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.8247531664210312	0.8247531664210312
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.703620787724197	0.703620787724197
Dung Saprotroph-Wood Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.6604969462125376	0.6604969462125376
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.6907832030578237	0.6907832030578237
Plant Pathogen	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.7374649853167355	0.7374649853167355
Plant Pathogen-Undefined Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.6919604207813128	0.6919604207813128
Undefined Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	0.6616996016013652	0.6616996016013652
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	0.6379429452823994	0.6379429452823994
Animal Pathogen	Animal Pathogen-Soil Saprotroph	0.6854190696391844	0.6854190696391844
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Animal Pathogen-Soil Saprotroph	0.6433648957656005	0.6433648957656005
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Animal Pathogen-Soil Saprotroph	0.8247531664210312	0.8247531664210312
Animal Pathogen-Undefined Saprotroph	Animal Pathogen-Soil Saprotroph	0.7044486065587235	0.7044486065587235
Dung Saprotroph-Nematophagous	Animal Pathogen-Soil Saprotroph	0.6116550429166105	0.6116550429166105
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Animal Pathogen-Soil Saprotroph	0.6897937907948668	0.6897937907948668
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Animal Pathogen-Soil Saprotroph	0.6818818020319517	0.6818818020319517
Dung Saprotroph-Wood Saprotroph	Animal Pathogen-Soil Saprotroph	0.6630815450321581	0.6630815450321581
Epiphyte	Animal Pathogen-Soil Saprotroph	0.6594830133622533	0.6594830133622533
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Animal Pathogen-Soil Saprotroph	0.7246697304759582	0.7246697304759582
Lichenized	Animal Pathogen-Soil Saprotroph	0.6488749467428095	0.6488749467428095
Plant Pathogen	Animal Pathogen-Soil Saprotroph	0.7679703761113043	0.7679703761113043
Plant Pathogen-Undefined Saprotroph	Animal Pathogen-Soil Saprotroph	0.678801930282131	0.678801930282131
Plant Pathogen-Wood Saprotroph	Animal Pathogen-Soil Saprotroph	0.6442190252557992	0.6442190252557992
Undefined Saprotroph	Animal Pathogen-Soil Saprotroph	0.7520293067052933	0.7520293067052933
Wood Saprotroph	Animal Pathogen-Soil Saprotroph	0.6596875807636742	0.6596875807636742
Animal Pathogen-Soil Saprotroph	Animal Pathogen-Undefined Saprotroph	0.7044486065587235	0.7044486065587235
Fungal Parasite	Animal Pathogen-Undefined Saprotroph	0.6029546048576295	0.6029546048576295
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Animal Pathogen-Undefined Saprotroph	0.6313938860051688	0.6313938860051688
Plant Pathogen	Animal Pathogen-Undefined Saprotroph	0.6207939030789427	0.6207939030789427
Undefined Saprotroph	Animal Pathogen-Undefined Saprotroph	0.6221936455826014	0.6221936455826014
Wood Saprotroph	Animal Pathogen-Undefined Saprotroph	0.6077417945311171	0.6077417945311171
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Dung Saprotroph-Nematophagous	0.689006145421465	0.689006145421465
Animal Pathogen-Soil Saprotroph	Dung Saprotroph-Nematophagous	0.6116550429166105	0.6116550429166105
Dung Saprotroph-Wood Saprotroph	Dung Saprotroph-Nematophagous	0.6304561858706323	0.6304561858706323
Epiphyte	Dung Saprotroph-Nematophagous	0.6359544071288331	0.6359544071288331
Lichenized	Dung Saprotroph-Nematophagous	0.6575078816593395	0.6575078816593395
Plant Pathogen	Dung Saprotroph-Nematophagous	0.6663948637422704	0.6663948637422704
Plant Pathogen-Undefined Parasite-Undefined Saprotroph	Dung Saprotroph-Nematophagous	0.6569328832230872	0.6569328832230872
Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Nematophagous	0.6139018477784978	0.6139018477784978
Animal Pathogen	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.8198048200610317	0.8198048200610317
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	-0.7015191271040615	0.7015191271040615
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.6129659741065681	0.6129659741065681
Animal Pathogen-Soil Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.6897937907948668	0.6897937907948668
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.6646485744325974	0.6646485744325974
Ectomycorrhizal	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.7405213694880763	0.7405213694880763
Endophyte	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.632822972840504	0.632822972840504
Endophyte-Plant Pathogen	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.6098184241319125	0.6098184241319125
Epiphyte	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.7276630688374205	0.7276630688374205
Lichenized	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.7420154000180135	0.7420154000180135
Plant Pathogen	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.7806743263796991	0.7806743263796991
Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.6149198350852775	0.6149198350852775
Plant Pathogen-Wood Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.7481531933300185	0.7481531933300185
Undefined Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.88381351915311	0.88381351915311
Wood Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	0.8135814375932948	0.8135814375932948
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph	0.7082119274679683	0.7082119274679683
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph	-0.6759120801695905	0.6759120801695905
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph	0.6747015007725431	0.6747015007725431
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph	0.6288904787037813	0.6288904787037813
Dung Saprotroph-Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph	0.7376185591205325	0.7376185591205325
Endophyte-Plant Pathogen	Dung Saprotroph-Undefined Saprotroph	0.6328413760644629	0.6328413760644629
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Dung Saprotroph-Undefined Saprotroph	0.7787539231255185	0.7787539231255185
Lichenized	Dung Saprotroph-Undefined Saprotroph	0.6558438209564623	0.6558438209564623
Plant Pathogen	Dung Saprotroph-Undefined Saprotroph	0.729005933091112	0.729005933091112
Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph	0.733001690057681	0.733001690057681
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.702811247772301	0.702811247772301
Animal Pathogen	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.7320075630534338	0.7320075630534338
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	-0.7450669331405774	0.7450669331405774
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.751005791079717	0.751005791079717
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.703620787724197	0.703620787724197
Animal Pathogen-Soil Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.6818818020319517	0.6818818020319517
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.6646485744325974	0.6646485744325974
Dung Saprotroph-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.6288904787037813	0.6288904787037813
Dung Saprotroph-Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.753061944969392	0.753061944969392
Epiphyte	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.6850419915268288	0.6850419915268288
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.7113432827671414	0.7113432827671414
Lichenized	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.757958468505841	0.757958468505841
Plant Pathogen	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.8292715653894994	0.8292715653894994
Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.7919183676686401	0.7919183676686401
Plant Pathogen-Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.6915983509146824	0.6915983509146824
Undefined Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.7945517581381136	0.7945517581381136
Wood Saprotroph	Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	0.6700730820556084	0.6700730820556084
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Wood Saprotroph	0.7862574210695418	0.7862574210695418
Animal Pathogen	Dung Saprotroph-Wood Saprotroph	0.7092045854184376	0.7092045854184376
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Dung Saprotroph-Wood Saprotroph	-0.7389749306741538	0.7389749306741538
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Dung Saprotroph-Wood Saprotroph	0.7544521478756369	0.7544521478756369
Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Dung Saprotroph-Wood Saprotroph	0.6604969462125376	0.6604969462125376
Animal Pathogen-Soil Saprotroph	Dung Saprotroph-Wood Saprotroph	0.6630815450321581	0.6630815450321581
Dung Saprotroph-Nematophagous	Dung Saprotroph-Wood Saprotroph	0.6304561858706323	0.6304561858706323
Dung Saprotroph-Undefined Saprotroph	Dung Saprotroph-Wood Saprotroph	0.7376185591205325	0.7376185591205325
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Dung Saprotroph-Wood Saprotroph	0.753061944969392	0.753061944969392
Endophyte-Plant Pathogen	Dung Saprotroph-Wood Saprotroph	0.653192584548308	0.653192584548308
Epiphyte	Dung Saprotroph-Wood Saprotroph	0.6564034690199426	0.6564034690199426
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Dung Saprotroph-Wood Saprotroph	0.7974479622219266	0.7974479622219266
Lichenized	Dung Saprotroph-Wood Saprotroph	0.7706450881592924	0.7706450881592924
Plant Pathogen	Dung Saprotroph-Wood Saprotroph	0.8283008689319366	0.8283008689319366
Plant Pathogen-Undefined Saprotroph	Dung Saprotroph-Wood Saprotroph	0.7990539797480823	0.7990539797480823
Undefined Saprotroph	Dung Saprotroph-Wood Saprotroph	0.6617195934122626	0.6617195934122626
Animal Pathogen	Ectomycorrhizal	0.7039437962185737	0.7039437962185737
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Ectomycorrhizal	0.7405213694880763	0.7405213694880763
Plant Pathogen	Ectomycorrhizal	0.6113327583963456	0.6113327583963456
Plant Pathogen-Wood Saprotroph	Ectomycorrhizal	0.6585970007313714	0.6585970007313714
Undefined Saprotroph	Ectomycorrhizal	0.81730928936803	0.81730928936803
Wood Saprotroph	Ectomycorrhizal	0.7329069104347469	0.7329069104347469
Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	Endophyte	0.7481292585601031	0.7481292585601031
Animal Pathogen	Endophyte	0.6825368348991692	0.6825368348991692
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Endophyte	0.632822972840504	0.632822972840504
Plant Pathogen-Wood Saprotroph	Endophyte	0.6131585847768254	0.6131585847768254
Undefined Saprotroph	Endophyte	0.6820064463255362	0.6820064463255362
Wood Saprotroph	Endophyte	0.6104961514857954	0.6104961514857954
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Endophyte-Plant Pathogen	0.8109882032230146	0.8109882032230146
Animal Pathogen	Endophyte-Plant Pathogen	0.7601588825131345	0.7601588825131345
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Endophyte-Plant Pathogen	-0.8199454947646128	0.8199454947646128
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Endophyte-Plant Pathogen	0.7396675174311461	0.7396675174311461
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Endophyte-Plant Pathogen	0.6098184241319125	0.6098184241319125
Dung Saprotroph-Undefined Saprotroph	Endophyte-Plant Pathogen	0.6328413760644629	0.6328413760644629
Dung Saprotroph-Wood Saprotroph	Endophyte-Plant Pathogen	0.653192584548308	0.653192584548308
Epiphyte	Endophyte-Plant Pathogen	0.6597923490347576	0.6597923490347576
Lichenized	Endophyte-Plant Pathogen	0.8358480857890493	0.8358480857890493
Plant Pathogen	Endophyte-Plant Pathogen	0.7680386984784878	0.7680386984784878
Plant Pathogen-Undefined Saprotroph	Endophyte-Plant Pathogen	0.6978721786384017	0.6978721786384017
Undefined Saprotroph	Endophyte-Plant Pathogen	0.6856987468427617	0.6856987468427617
Wood Saprotroph	Endophyte-Plant Pathogen	0.6047775106986836	0.6047775106986836
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Epiphyte	0.7651956173484487	0.7651956173484487
Animal Pathogen	Epiphyte	0.8431801139225874	0.8431801139225874
Animal Pathogen-Endophyte-Endosymbiont-Epiphyte-Soil Saprotroph-Undefined Saprotroph	Epiphyte	-0.7279425376509661	0.7279425376509661
Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph	Epiphyte	0.7567695979929252	0.7567695979929252
Animal Pathogen-Soil Saprotroph	Epiphyte	0.6594830133622533	0.6594830133622533
Dung Saprotroph-Nematophagous	Epiphyte	0.6359544071288331	0.6359544071288331
Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Epiphyte	0.7276630688374205	0.7276630688374205
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Epiphyte	0.6850419915268288	0.6850419915268288
Dung Saprotroph-Wood Saprotroph	Epiphyte	0.6564034690199426	0.6564034690199426
Endophyte-Plant Pathogen	Epiphyte	0.6597923490347576	0.6597923490347576
