"","SampleID.x","SampleID.y","VarDist"
"1","prop_latif","prop_latif",1
"2","prop_Abies","prop_latif",-0.572015622314995
"3","prop_Pinus","prop_latif",-0.603638820571262
"4","prop_Salix","prop_latif",0.0140169797095626
"5","prop_Arbutus","prop_latif",0.407891923980214
"6","prop_Alnus","prop_latif",0.137966337371709
"7","prop_Juniperus","prop_latif",0.134955361131095
"8","prop_Prunus","prop_latif",0.0990589461239122
"9","total_mean_Altura","prop_latif",-0.504260824823737
"10","total_mean_coberturacopa","prop_latif",-0.384654610098315
"11","mean_coberturacopa_Abies","prop_latif",-0.201052861454353
"12","mean_coberturacopa_Pinus","prop_latif",-0.188417838331906
"13","mean_coberturacopa_Salix","prop_latif",0.0364823869130449
"14","mean_coberturacopa_Arbutus","prop_latif",0.278714859579681
"15","mean_coberturacopa_Quercus","prop_latif",0.504438683090424
"16","mean_coberturacopa_Alnus","prop_latif",0.133167314806277
"17","mean_coberturacopa_Juniperus","prop_latif",0.131789780771169
"18","mean_coberturacopa_Prunus","prop_latif",0.0850100851292086
"19","prop_Abies","prop_Abies",1
"20","prop_Pinus","prop_Abies",0.24092729369029
"21","prop_Salix","prop_Abies",0.245957567497363
"22","prop_Arbutus","prop_Abies",-0.463171763857167
"23","prop_Alnus","prop_Abies",-0.0337750501412807
"24","prop_Juniperus","prop_Abies",-0.247754714112217
"25","prop_Prunus","prop_Abies",0.100302300236142
"26","total_mean_Altura","prop_Abies",0.345554067713924
"27","total_mean_coberturacopa","prop_Abies",-0.173594171153904
"28","mean_coberturacopa_Abies","prop_Abies",0.766615781507028
"29","mean_coberturacopa_Pinus","prop_Abies",-0.0888414759742744
"30","mean_coberturacopa_Salix","prop_Abies",0.227918235436961
"31","mean_coberturacopa_Arbutus","prop_Abies",-0.316049801704055
"32","mean_coberturacopa_Quercus","prop_Abies",-0.448509867521856
"33","mean_coberturacopa_Alnus","prop_Abies",0.0403485526011919
"34","mean_coberturacopa_Juniperus","prop_Abies",-0.189448558170214
"35","mean_coberturacopa_Prunus","prop_Abies",0.194148460488948
"36","prop_Pinus","prop_Pinus",1
"37","prop_Salix","prop_Pinus",0.281973992810556
"38","prop_Arbutus","prop_Pinus",-0.283220054157212
"39","prop_Alnus","prop_Pinus",0.129834917305901
"40","prop_Juniperus","prop_Pinus",-0.0400923736121076
"41","prop_Prunus","prop_Pinus",-0.0495448961823654
"42","total_mean_Altura","prop_Pinus",0.464060496716467
"43","total_mean_coberturacopa","prop_Pinus",0.481322085343523
"44","mean_coberturacopa_Abies","prop_Pinus",0.0906837122297738
"45","mean_coberturacopa_Pinus","prop_Pinus",0.649817060814949
"46","mean_coberturacopa_Salix","prop_Pinus",0.260963679207535
"47","mean_coberturacopa_Arbutus","prop_Pinus",-0.283091963979818
"48","mean_coberturacopa_Quercus","prop_Pinus",-0.236036587323786
"49","mean_coberturacopa_Alnus","prop_Pinus",0.0604122618012825
"50","mean_coberturacopa_Juniperus","prop_Pinus",-0.112838667881887
"51","mean_coberturacopa_Prunus","prop_Pinus",0.014820490825411
"52","prop_Salix","prop_Salix",1
"53","prop_Arbutus","prop_Salix",-0.268312385817805
"54","prop_Alnus","prop_Salix",-0.0876573862001969
"55","prop_Juniperus","prop_Salix",-0.143522692073166
"56","prop_Prunus","prop_Salix",-0.0704941785540801
"57","total_mean_Altura","prop_Salix",0.29890454838626
"58","total_mean_coberturacopa","prop_Salix",0.280864441065611
"59","mean_coberturacopa_Abies","prop_Salix",0.449283575437501
