Var1	Var2	cor	cors
Animal Endosymbiont-Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Ca	0.655848716219243	0.655848716219243
Fungal Parasite-Plant Pathogen-Plant Saprotroph	Mg	0.644701300372315	0.644701300372315
Dung Saprotroph-Undefined Saprotroph-Wood Saprotroph	Humidity	-0.606657058561689	0.606657058561689
