"","Trophic","QIIME2","MICOP SINGLE","MICOP PAIRED","KRAKEN2"
"1","Patótrofo/Sapótrofo/Simbiótrofo",25.7635435146679,16.9765101530078,86.9941932783308,52.4339197381482
"2","Simbiótrofo",18.6358856312997,14.6709604954275,4.74144328799833,0
"3","Saprótrofo",14.1635558269521,32.6487612862366,3.07917118963978,4.15155355052915
"4","Patrótrofo/Simbiótrofo",13.7236968171125,11.5403404014187,2.38429433694369,26.2334944918835
"5","Saprótrofo/Simbiótrofo",12.9118887476502,2.89485061677249,0.421236036378947,0.982779969198333
"6","Patrótrofo/Saprótrofo",9.1671238541382,11.7731103409186,1.31549668816888,8.64086979828415
"7","Patrótrofo",5.63430560817936,9.49546670621832,1.06416518253958,7.55738245195672
